Del_lines,COMM,ADEV,CountLineCodeExe,CountLineCode,Added_lines,CountSemicolon,OWN_COMMIT,CountStmt,CountOutput_Max,CountOutput_Mean,CountLine,DDEV,CountStmtExe,CountLineCodeDecl,CountLineBlank,CountDeclClassMethod,CountStmtDecl,MAJOR_COMMIT,OWN_LINE
85,12,12,226,382,244,203,0.3807869425704983,289,16,3.87436118113976,524,4,173,112,67,10,116,4,0.4044732800430241
104,7,7,98,214,292,93,0.4438971420705636,144,22,9.178656333312842,301,4,85,83,52,1,59,4,0.7931618559884266
130,9,9,101,188,156,124,0.4274597334697931,163,19,5.889181074137423,259,4,89,71,34,18,74,4,0.6293230651997996
19,7,7,1033,1393,45,874,1.0,1127,29,5.7354606743593335,1588,1,836,279,113,3,290,1,0.9945448735638928
618,14,14,162,285,1349,152,0.4368421367498884,219,26,4.386545162928715,731,3,133,85,76,2,85,3,0.9029016630422824
1652,67,67,1146,1646,2679,790,0.4424604211172828,1109,53,9.160450541415962,2410,5,796,353,406,16,313,3,0.606483191973159
619,66,66,881,1296,951,672,0.3714315082719958,925,51,8.852510662611797,1768,6,585,360,286,59,339,4,0.5632938279770641
16,6,6,12,32,22,16,0.610376470896597,23,5,4.072837644468584,80,2,10,15,7,2,13,2,0.5989796067765911
31,5,5,28,62,35,34,0.5275967543261979,46,11,4.525505085362767,118,2,22,28,19,1,24,2,0.6727336194307107
16,7,7,971,1310,46,817,1.0,1050,30,5.690342599266698,1489,1,775,264,104,3,275,1,0.9952785655373384
100,16,16,256,401,99,202,0.5052358851183609,284,13,5.421510445026971,541,4,164,115,84,20,120,4,0.5578856757578781
549,47,47,815,1115,773,662,0.5613758088975892,849,44,11.403206131285383,1468,5,548,318,200,21,301,3,0.6358088751572661
236,24,24,956,1259,240,825,0.7649307914930836,1004,74,12.784999467679391,1570,3,607,394,216,29,396,3,0.791045937766002
894,67,67,937,1503,1564,757,0.3813904347658365,1102,28,7.676094143272096,2129,7,715,408,313,27,386,4,0.4834696851245778
1015,69,69,1400,1983,1124,1029,0.4336386171495699,1461,35,6.166955797212508,2665,5,1014,699,382,25,446,3,0.4006175671476639
130,9,9,101,188,155,124,0.415797151767882,164,19,5.918551128789671,258,4,88,72,34,19,75,4,0.6188445192989719
789,11,11,964,1276,1036,714,0.6606466761462847,925,48,7.15838107119288,1735,3,764,190,206,2,161,3,0.7730718110437278
88,9,9,119,216,145,123,0.4198064865550486,169,16,6.151977108134924,289,5,91,80,37,15,77,5,0.5376336461554654
102,25,25,448,714,220,381,0.7911197451882702,523,31,4.6115599270757235,883,4,323,208,136,62,200,2,0.8458869280205166
77,14,14,239,398,175,206,0.4310723919515627,289,11,4.130894574234155,531,4,166,113,75,14,122,4,0.4784710432098782
1673,96,96,1170,2056,2003,970,0.4593290065384854,1476,50,3.5208153479308795,2903,7,918,651,439,14,557,4,0.551311177961032
79,16,16,1029,1487,97,908,0.7818231969556783,1235,25,5.424666701099629,1902,3,879,353,228,7,356,2,0.8382177767387838
20,7,7,13,33,42,17,0.6267780318938582,24,6,4.948882149614097,83,3,11,16,8,3,12,3,0.4552679114667091
1,1,1,42,81,2,49,0.992803255685122,64,9,3.4519284566127673,129,1,28,37,17,1,36,1,0.715198863433449
21,4,4,545,750,79,437,0.9656081065164692,549,33,5.136971105708435,855,1,372,172,59,4,176,1,0.9625860465692778
88,6,6,1493,1902,161,1022,0.6569614679279006,1301,8,3.288671550479364,2365,2,1016,376,111,60,284,2,0.5219274116519593
56,12,12,88,124,95,93,0.4698930876551738,105,24,7.575562718608618,188,4,66,40,20,4,39,4,0.4846755239445839
53,11,11,88,126,116,90,0.4670976698457308,105,24,8.621411872988887,187,4,66,40,20,3,39,4,0.528322809422077
108,7,7,106,173,174,112,0.6462802507830083,135,16,6.266436284726341,253,2,89,55,32,0,45,2,0.8063132009970334
129,14,14,229,364,204,195,0.4321444170546739,279,23,5.882120719307735,541,4,171,118,75,15,107,4,0.4266401339586964
1735,97,97,1035,1947,2104,894,0.4625464889759257,1389,52,3.164081714271515,2792,7,836,595,427,10,552,4,0.5932292731787945
248,13,13,260,505,525,244,0.5508384124883168,345,21,7.0992728288550095,634,3,170,225,94,53,175,3,0.6124123117056575
69,8,8,447,660,117,361,0.7474817222503651,476,27,5.350324273229578,782,2,328,170,83,3,148,2,0.91640682013055
20,17,17,17,46,224,18,0.6172340975590563,28,5,2.900141851812291,72,3,14,21,15,0,14,3,0.852143432469572
114,21,21,1020,1533,128,922,0.6530058495329509,1291,23,5.236014039808874,2076,4,898,395,295,10,393,2,0.7460019042731754
436,37,37,449,740,431,351,0.6172296325219156,518,31,6.846890449577266,981,5,342,232,164,41,176,3,0.5502139287301504
26,5,5,25,55,29,32,0.4560107072819848,42,13,6.510687050594006,105,3,19,25,15,1,22,3,0.6591419277660333
173,35,35,350,649,297,333,0.6750183536193479,488,23,3.7545309981196704,906,5,278,221,186,63,210,3,0.722377427204563
8,3,3,563,763,65,446,0.986576589697172,555,35,5.297337877855849,851,1,380,170,50,4,175,1,0.9853970573562056
74,13,13,297,488,129,251,0.574262079928232,357,22,4.460939683418786,632,4,189,155,67,18,168,4,0.4758007176613816
21,4,4,1280,1652,74,898,0.5775856942176757,1160,25,3.463743641034947,2049,2,913,306,113,47,247,2,0.6550328366301357
101,6,6,103,169,156,105,0.5760976905030307,128,16,7.071327185839369,240,2,80,55,28,0,47,2,0.7299834287468315
252,21,21,251,421,440,236,0.3324259006370678,327,18,5.543300257210615,556,5,183,148,60,16,143,4,0.492859797448933
328,22,22,243,396,437,217,0.3245833815245689,308,18,5.415304448649746,540,6,187,124,66,8,120,4,0.4504454341408442
9,2,2,0,30,29,20,0.7209781423604769,22,1,0.576915446814665,65,1,0,28,4,0,21,1,0.914548705087712
51,6,6,949,1277,156,705,0.445373511285817,947,53,4.222697831567191,1606,2,749,204,142,24,197,2,0.8592131886619392
689,60,60,623,966,822,465,0.5717424554264818,674,36,8.25059318352583,1313,6,443,280,208,57,231,3,0.4121329762497662
53,6,6,922,1247,163,690,0.4348836453670532,930,55,4.282914125713627,1571,2,736,195,144,23,193,2,0.875413091489075
1392,37,37,1242,1695,2069,889,0.6280921805646587,1181,56,8.192463237955517,2377,4,932,294,340,8,249,3,0.7529602172408659
131,9,9,250,380,232,192,0.4392264496482101,290,26,4.641206686826772,504,3,194,99,57,10,96,3,0.4657056004185417
23,4,4,1250,1618,82,881,0.5655890899704477,1141,27,3.532609254352013,2009,2,898,297,116,45,243,2,0.6735596533278653
22,7,7,112,185,36,114,0.4882162284769023,142,16,6.532129943569694,260,3,65,79,41,5,77,3,0.640665831966477
450,41,41,441,700,441,336,0.6071530621104674,495,36,8.05100910274226,968,5,321,209,149,43,174,3,0.4351572238048295
125,24,24,289,526,194,237,0.5694615080775575,371,18,4.970180013357183,809,6,238,160,118,17,132,4,0.5560494144400858
240,13,13,258,505,534,242,0.5545616789315935,344,21,6.90290796892293,636,3,170,225,96,54,174,3,0.6215023747470791
758,43,43,727,1315,1136,677,0.541918494712776,997,26,4.444877985437684,1901,6,602,402,272,5,394,4,0.3699132837908846
1112,64,64,709,1363,1363,636,0.4396862941219703,980,44,3.442177865589773,1951,6,575,412,298,8,404,4,0.5965382125998301
1377,88,88,1811,2575,1523,1333,0.44401484900883,1892,38,5.218750043211495,3432,6,1313,919,497,34,578,4,0.3517948399577649
1244,81,81,1695,2394,1371,1243,0.4399551355212293,1761,37,5.600483534417367,3192,5,1226,854,460,32,534,3,0.3611190494995185
226,28,28,311,481,250,240,0.4693730852395861,355,31,8.271813584807914,725,5,230,130,98,13,124,3,0.5179121872294185
334,12,12,281,501,409,261,0.5054758921743552,356,26,9.577720796396294,592,3,171,214,59,38,185,3,0.5170102075798677
19,18,18,17,47,235,18,0.6012246108307999,28,4,2.570210895163832,69,3,14,21,16,0,13,3,0.8886269834045304
167,36,36,322,573,303,275,0.6665185217426707,416,18,5.54240074842753,836,6,272,179,139,19,144,4,0.6273894654125701
9,4,4,25,52,11,35,0.4932540742317194,42,14,8.900469763201992,91,3,18,24,8,0,23,3,0.6528288812567311
34,8,8,100,155,48,99,0.6016424150597659,121,16,7.190195935950186,221,3,66,55,26,9,55,3,0.5821460084894524
38,5,5,328,475,41,258,0.9620327208212112,358,20,4.197741879384268,554,1,219,121,47,19,139,1,0.9857177086067752
378,12,12,221,428,670,218,0.4183935014116694,320,21,5.000678398147225,541,4,200,170,97,22,120,4,0.7521686876621619
367,13,13,931,1172,389,803,0.84856878627977,953,62,13.228747035347514,1450,3,630,328,165,0,323,3,0.8200023959015211
0,1,1,0,11,1,9,0.992242688088058,10,1,0.9791777417100506,44,1,0,10,3,0,10,1,0.99831362784523
21,6,6,12,34,37,18,0.6914042023214755,26,6,4.168963320060597,87,2,10,16,7,0,16,2,0.7304611869437323
7,4,4,6,23,15,10,0.6398233547834858,16,2,2.31737884684286,41,2,5,12,6,1,10,2,0.3960665321730733
9,2,2,0,31,30,21,0.7060549425405523,22,1,0.2109895826088504,66,1,0,30,4,0,22,1,0.936098900552294
87,15,15,226,393,222,221,0.3398135523065227,306,20,4.458149469964596,552,5,178,122,86,9,128,5,0.3680047889729154
328,18,18,233,401,534,225,0.3151031058904383,319,19,4.981314459915165,524,5,196,138,69,8,123,4,0.5929886891078109
119,18,18,254,481,141,205,0.4991514042540425,331,14,3.8630935200126864,744,5,208,150,112,6,123,4,0.4676118470919004
